Label,Area,BX,BY,Width,Height(cm)
OGS7-1070A.tiff,18.505,0,0,3.232,5.726
OGS7-2002A.tiff,19.237,0,0,3.994,4.816
OGS7-2006B.tiff,15.092,0,0,3.463,4.358
OGS7-2016A.tiff,44.595,0,0,5.595,7.971
OGS7-2022A.tiff,25.466,0,0,4.484,5.679
OGS7-2050A.tiff,22.816,0,0,3.489,6.54
OGS7-2066A.tiff,14.697,0,0,3.257,4.513
OGS7-2081A.tiff,18.192,0,0,4.047,4.496
OGS7-2092A.tiff,13.002,0,0,3.07,4.235
OGS7-2114A.tiff,20.327,0,0,4.046,5.025
