Site,Locality,Catalog,FAI,Base,Weight,L,Br,T,Br1,Br2,Br3,T1,T2,T3,ScarCnt,Mean_Scar_Length,GM,GM_L,GM_Br1,GM_Br2,GM_Br3,GM_T1,GM_T2,GM_T3,Mode,Typology,Contexts,Flaked,SABox,FAC1_1,FAC2_1,cSDI
OGS12,OGS12,3050,35,flake,862,154.95,82.7,72.15,74.18,81.73,62.11,66.87,55.56,26.18,10,57.42,66.3739716875274,2.33449944399089,1.11760676834621,1.23135617655615,.935758376678118,1.00747323536412,.837075115250946,.394431722773034,2,Handaxe,Acheulean,Flaked,59921.625,.216935610125508,-.952542463304213,.0333769319506939
OGS12,OGS12,      5004,35,flake,914,160,104.78,66.39,84.34,89.51,47.58,42.58,66,28.34,8,59.4375,64.3660712749922,2.48578166774277,1.31031766160891,1.39063948174785,.739209323445006,.661528646328044,1.02538493794389,.440294077898938,2,Pick,Acheulean,Flaked,68687.0884,.621330363198727,-1.04999928627757,.0232940431348958
OGS12,OGS12,      5005,85,cobble,1048,176,94,67,88.89,73.41,53.62,60.74,60.96,29.96,9,88.0555555555556,68.1555628916226,2.58232772987094,1.3042222267513,1.07709476505583,.786729618611818,.891196513138415,.894424422800754,.43958260674394,2,Pick,Acheulean,Flaked,69268,.554045192833876,-1.70190058403932,.0259860252930646
OGS12,OGS12,      5011,30,cobble,444,121,82,48,73.59,81.28,69.5,43.75,37.69,15.09,6,38.77,53.4822221872473,2.26243403978925,1.37597124783546,1.51975734507496,1.29949723773019,.818028836700658,.704720156691378,.282149831904295,2,Handaxe,Acheulean,Flaked,39332,.837618719178258,.715763905355155,.0305095087969084
OGS12,OGS12,5017,0,flake,666,160,91.42,51.62,73,89,56,40,52,15,0, ,56.404113975051,2.8366725177311,1.29423183621482,1.57789908798793,.992835381205886,.709168129432776,.921918568262608,.265938048537291,2,Large Flake,Acheulean,Unmodified,55211.0008,1.59090007602642,-.960147056284842,0
OGS12,OGS12,      5022,80,flake,474,142,82,51,58.9,81.14,46.54,48.89,49.9,20.92,17,38.7705882352941,55.4506644999989,2.56083495627005,1.06220548538244,1.46328273487149,.839304639893015,.881684655014386,.899899044492081,.377272304825137,2,Handaxe,Acheulean,Flaked,46136,.712950539454195,-1.18684275651225,.0736951621293567
OGS12,OGS12,      5024,40,flake,624,151,80.58,51.1,75.84,80.58,39.6,45.99,51.91,32.13,13,42.4769230769231,60.0111349909574,2.5161997023178,1.26376546638266,1.34275080803158,.659877537826389,.766357776884738,.865006136074945,.535400638645502,2,Handaxe,Acheulean,Flaked,48002.636,.558738716454798,-1.30160223366287,.0541636921772379
OGS12,OGS12,      5025,75,cobble,738,160,83,70,83,57.38,33.82,50.62,70.76,40.86,14,54.6714285714286,62.6107130653397,2.55547321163754,1.32565172853697,.916456580523512,.540163150109884,.808487837331826,1.1301580278467,.652603971421936,2,Pick,Acheulean,Flaked,60580,.0776090285511156,-2.42243774978618,.0462198745460548
OGS12,OGS12,      5026,75,cobble,1206,158,101,74,84.2,101,58.7,64.2,80.6,76.5,6,92.65,84.6798388072357,1.86585144971366,.994333494087914,1.19272782544987,.693199241127798,.758149766276058,.95182042308178,.903402758880349,1,Core,Acheulean,Flaked,70248,-1.03149587128936,-.459347215014174,.017082336863683
OGS12,OGS12,      5030,25,flake,728,156,94,47,75.09,90.69,73.64,34.46,46.54,27.79,8,46.65,61.9117199296456,2.51971678669682,1.2128559840581,1.46482766272779,1.18943553956637,.556598977369054,.751715508031218,.448864932707081,2,Handaxe,Acheulean,Flaked,52828,1.07906058263756,.111069039531075,.0302869690315742
OGS12,OGS12,5031,50,cobble,400,90,70.14,62,53.8,65,59.9,59.69,60.93,50.45,6,50.7366666666667,61.841475306221,1.45533397375057,.869966308753116,1.05107453659763,.968605611418432,.965209832146347,.985261100229133,.815795544174622,1,Core,Acheulean,Flaked,32482.56,-1.8157114952819,.267518226410463,.0369429010521338
OGS12,OGS12,5033,90,cobble,1082,182.88,109.91,72.52,88.94,94.41,45.43,63.21,51,49.51,11,96.7818181818182,73.0819999415148,2.50239457248506,1.21698913646556,1.29183656817757,.621630497747136,.864918858960961,.697846255450229,.677458198183154,2,Pick,Acheulean,Flaked,82666.9432,.418707601453766,-1.38520640904168,.0266128142016506
OGS12,OGS12,      5032,65,cobble,986,166,107,72,88.58,87.24,43.08,57.14,62.35,61.25,9,68.0888888888889,73.9196156961221,2.24568267078678,1.19832874083309,1.18020094096048,.58279523769575,.773001854269619,.843483822431059,.828602792684882,2,Pick,Acheulean,Flaked,74836,-.244853922163144,-1.17213499821462,.0240525950077503
OGS12,OGS12,      5034,5,flake,774,165,109,39,92.67,105.66,92.31,20.87,37.71,28.83,5,50.38,61.6474554573468,2.67650949704099,1.50322506115629,1.71393935428697,1.49738540407184,.338537898201487,.611704079596459,.467659204846616,2,Knife,Acheulean,Flaked,57342,1.98949671978119,1.26700017874685,.017439224303303
OGS12,OGS12,      5035,75,cobble,1080,184,110,66,102.53,94.31,54.75,71.56,91,53.56,16, ,85.7083782002941,2.14681462727023,1.19626578116313,1.10035917118399,.638794026320896,.834924210475312,1.06173984283473,.624909736068442,2,Pick,Acheulean,Flaked,79288,-.466377151610389,-1.28189644588814,.0403591968519827
OGS12,OGS12,2015-13,0,flake,642,125,102.76,63.6,69.6,73.8,48.48,42.45,61.5,44,0, ,62.1347873095299,2.0117554982091,1.12014546140283,1.18774044614266,.780239252425419,.683192167191812,.989783705118879,.708137935369605,2,Large Flake,Acheulean,Unmodified,54661.072,-.550891686180998,-.467864951855369,0
OGS12,OGS12,2015-14,10,flake,526,143.8,103.4,42.4,87.8,103.8,57.9,33.8,39,24,2,62.925,58.6972033668991,2.44986118165031,1.49581232092418,1.76839770970307,.986418375643623,.575836633795413,.664426885148554,.408878083168341,2,Knife,Acheulean,Flaked,50700.4,1.29682315837475,.524660405099164,.00788948410663427
OGS12,OGS12,2015-22,5,flake,822,150.29,95.47,49.61,82,94,74.4,48.7,40,28.1,3,39.69,64.6449026069864,2.3248546124928,1.2684681497399,1.45409763506769,1.1509028090323,.753346327955281,.618764951092633,.434682378142575,2,Knife,Acheulean,Flaked,53080.6798,.749564250236679,.333774362303147,.0113035477740811
OGS5,OGS5,1,10,cobble,896,183,119,44,97.35,119.04,81.72,42.94,38.68,24.13,12,31.6766666666667,68.3172840607471,2.67867791461496,1.42496882506976,1.74245802708068,1.19618338351003,.62853786695938,.566181758127359,.353204907539121,2,Handaxe,Acheulean,Flaked,70130,1.78634281685309,.431811597526631,.034222158847854
OGS5,OGS5,4,35,flake,882,160,93,68.3,72.6,93,57.9,57.9,61,28,8,54.86875,67.1955710997495,2.38110931094678,1.0804283498421,1.38401978698782,.861663931898866,.861663931898866,.90779792479846,.416694129415687,2,Handaxe,Acheulean,Flaked,64319.8,.358195150724706,-.89426111873144,.0248756992403583
OGS5,OGS5,9,0,flake,744,160,109,39,92.3,104.2,83.7,34.7,35.5,38.8,0, ,67.1496089275585,2.38273911874318,1.37454262912497,1.5517588510815,1.24647040149253,.516756546377427,.528670241971143,.577814236295221,2,Large Flake,Acheulean,Unmodified,55862,1.09014065367062,.947301321518702,0
OGS5,OGS5,10,40,flake,704,142,93,57,90.3,89.21,80.28,28.5,53.61,59.77,7,58.5714285714286,70.1817862014086,2.02331698416006,1.28665861739192,1.27112752223182,1.14388653160823,.406088267947617,.763873405076202,.851645465797511,2,Knife,Acheulean,Flaked,53202,-.0445047525236961,.904676719852306,.0263148001954814
OGS5,OGS5,11,0,flake,280,128.6,84.4,45.3,67.5,83.2,62.3,20,23.9,43.6,0, ,51.3210798422032,2.50579294892871,1.31524902062743,1.62116620024003,1.21392613311243,.389703413519239,.465695579155491,.849553441471941,2,Large Flake,Acheulean,Unmodified,41005.48,1.22846012928933,.93165341917695,0
OGS5,OGS5,12,0,flake,466,135.5,103.9,31.8,98.3,91.5,79,31.7,32.2,24.6,0, ,58.7564964089544,2.30612797360991,1.67300649303213,1.55727460948566,1.34453217649581,.539514810062245,.548024507381838,.418677108124013,2,Large Flake,Acheulean,Unmodified,43382.74,1.25358838443416,1.40756904886343,0
OGS5,OGS5,14,0,flake,606,146.8,79.2,51.75,75,78.5,59.62,27.3,49.5,29.15,0, ,57.3070308242982,2.56164030640647,1.30873993855916,1.36981446902526,1.0403610018253,.476381337635535,.863768359449047,.508663589453327,2,Large Flake,Acheulean,Unmodified,46644.12,1.0064641885919,-.321171330230642,0
OGS5,OGS5,18,0,flake,526,136.1,85.8,41.9,86.8,81.2,68.3,35.9,40,32,0, ,60.6269292279482,2.24487701642094,1.43170701708551,1.33933882243483,1.12656208832881,.59214610499274,.659772818933415,.527818255146732,2,Large Flake,Acheulean,Unmodified,41949.98,.610529773984951,.523314078022504,0
OGS5,OGS5,19,30,cobble,644,96,88,66,77.9,83.86,64.4,57.2,61.94,63.16,5,47.5,70.9358109757932,1.35333618773683,1.09817592734061,1.18219554899594,.90786302594012,.806362811859858,.873183786129364,.890382433515186,1,Core,Acheulean,Flaked,41184,-1.70992002921253,.9490976271882,.0242812742812743
OGS5,OGS5,2,65,indet,840,165,73,53,74.6,73,54.4,52.5,52.7,36.16,17, ,64.9775403224366,2.53933896514433,1.14808901090768,1.12346511791234,.837212361841523,.807971488909558,.811049475533976,.55649998169466,2,Pick,Acheulean,Flaked,49318,.463057940353115,-1.38996517609473,.0689403463238574
OGS5,OGS5,21,5,flake,946,168,98.2,53,89.8,97.5,72.2,51,50,23.5,3,63.8,67.4691234300686,2.49002790401051,1.33097920107228,1.4451054800061,1.07011913493785,.75590132800319,.741079733336461,.348307474668137,2,Knife,Acheulean,Flaked,61212.4,1.0012951682664,-.213973488630968,.00980193555554103
OGS5,OGS5,23,0,flake,438,134.6,102,33.5,90,100.3,80,20,30,29.1,0, ,55.8602978379912,2.40958256954472,1.61116219360345,1.79555075576029,1.43214417209196,.358036043022989,.537054064534483,.520942442598449,2,Large Flake,Acheulean,Unmodified,43310.6,1.6274818658797,1.87483506344842,0
OGS5,OGS5,2013-1,55,flake,824,170,106,50,102.75,103.43,84.11,31.12,38.9,20.41,10,54.05,62.5698769023621,2.71696235339057,1.64216401065224,1.6530318600658,1.34425707966871,.49736393198538,.621704914981725,.326195303721774,2,Handaxe,Acheulean,Flaked,63640,2.02663394590252,.729009258148408,.0314267756128221
OGS5,OGS5,2013-2,15,flake,634,161,105,38,91.59,105,72.16,38.53,47.4,39.22,7,36.9714285714286,69.7141074135923,2.30943213609315,1.31379434375635,1.50615139310423,1.03508461453715,.552685839774343,.679919771744195,.562583406071885,2,Knife,Acheulean,Flaked,54026,.710892118847841,.419579780897318,.0259134490800726
OGS5,OGS5,3,50,cobble,1718,237,109,80,95.62,93.59,67.13,81.5,50.7,34.3,16,62.87875,79.5610323496203,2.97884520852539,1.20184463645231,1.17632963318941,.843754763073035,1.02437082065325,.637246633216191,.431115572373084,2,Pick,Acheulean,Flaked,107026,1.34324751546793,-2.16470147347319,.0298992768112421
OGS5,OGS5,29,60,cobble,538,99.48,98.31,53,86.38,80,52.68,50,51,53.24,3,84.2866666666667,65.0271481860847,1.52982258602705,1.32836826478705,1.23025539688544,.810123178849062,.7689096230534,.784287815514468,.818734966627261,1,Core,Acheulean,Flaked,40525.4976,-1.19138753482641,.77364790533075,.0148054937146534
OGS5,OGS5,31,0,flake,466,134,87.67,46.8,82,74.35,75,17.6,30.96,41.11,0, ,54.1915673390324,2.472709437645,1.5131505513947,1.37198467678288,1.38397916286101,.324773776884717,.571306598429024,.758605111802881,2,Large Flake,Acheulean,Unmodified,44243.872,1.21815738129263,1.04740129288692,0
OGS5,OGS5,32,0,flake,330,111.11,92,37.39,83,85.56,62.68,16.65,34.65,37.18,0, ,52.2337400877716,2.12716914035439,1.58901123795711,1.63802170505555,1.19999065536327,.318759483276939,.663364330062818,.711800455749945,2,Large Flake,Acheulean,Unmodified,35632.8058,.757344012921829,1.68469639477096,0
OGS5,OGS5,33,0,flake,428,121.75,95.17,49.17,74.73,92,74,30,46.86,39.3,0, ,61.7467675181445,1.97176313665688,1.21026578400303,1.48995653858261,1.19844330277297,.48585539301607,.758906123891101,.636470564851051,2,Large Flake,Acheulean,Unmodified,44505.8078,.0965599207406441,1.25652789175153,0
OGS5,OGS5,34,40,cobble,308,87.16,75.5,58.52,60.3,74.41,40.29,40.97,53.94,48.04,3,57.8433333333333,55.7450288230982,1.56354749185967,1.08171080494651,1.33482754554013,.722755030369734,.734953427506776,.967619914076531,.861780880093374,1,Core,Acheulean,Flaked,32198.8864,-1.35117330486873,.411085772153228,.0186341848145407
OGS5,OGS5,35,60,cobble,306,93,77.54,49.69,67,76,62,46,48,34,7,40.0314285714286,57.9855986984488,1.6038465082277,1.1554593123791,1.31067026478823,1.06923100548514,.793300423424456,.827791746182041,.586352486878946,1,Core,Acheulean,Flaked,31370.7052,-.88306080468922,1.02588230308896,.0446276228434929
OGS5,OGS5,36,100,indet,860,150,85,70,81.25,85.04,75.06,41,64.56,65.39,13,75.4769230769231,75.0932216071401,1.99751717651354,1.0819884706115,1.13245907127141,.999557595127375,.545988028247034,.859731392771427,.870784321148136,2,Handaxe,Acheulean,Flaked,58400,-.493774609346642,.134779185980744,.0445205479452055
OGS5,OGS5,37,0,flake,1236,160,129,58,100,126.7,87.7,58,53,32,0, ,77.9509537385489,2.05257270535326,1.28285794084579,1.62538101105161,1.12506641412175,.744057605690556,.679914708648266,.410514541070651,2,Large Flake,Acheulean,Unmodified,74804,.392342408605338,.986806497118875,0
