Note,Site,Catalog,Scan,Coverage,Old_Scar_Length,New_Scar_Length,Total_Scar_Area,Base,Type,Technology,Weight,L,Br,T,Br1,Br2,Br3,T1,T2,T3,ScarCnt,SA_fitted,Calc_cover,GM,GM_L,GM_Br1,GM_Br2,GM_Br3,GM_T1,GM_T2,GM_T3,Mode,Typology,Dis_1,logSDI,Average_scar_area,Average_scar_area_relative,Collapsed_Types,FAC1_1,FAC2_1,filter_$,logSDI_plus_one
 ,OGS5,64, ,10,428.47,232,10088.12,flake,Flake,Unidirectional,1100,151,133,59,110.93,111.09,89.13,59.21,55.5,36.52,7,56369.4462333333,.178964326849011,79.4052271370378,1.90163803372042,1.39701130516958,1.39902628586756,1.12247018506954,.745668794546928,.698946429612472,.459919344314369,2,Retouched Flake/Knife,Retouched Flake/Knife,.0940542716299195,1441.16,.0255663324070015,Flake,.0160366166655261,.993182844393771,Selected,.350598313977587
 ,OGS5,65, ,0, ,0,0,flake,Flake, ,550,127,91,54.2,73.5,91,61.2,28.7,53.7,37.2,0,33621.49,0,60.5397228062836,2.09779619253259,1.21407889882792,1.50314530331075,1.01090651167712,.474068903351852,.887020909755905,.61447258552923,2,Large Flake,Retouched Flake/Knife,0, , ,Flake,.200415808675396,.574963286288256,Selected,0
 ,OGS5,66, ,10,183.2,176,4455.34,flake,Flake,Unifacial simple,642,120,101,49,79.89,102.71,79.18,33.91,49.44,32,4,35413.2299,.125810043663936,63.542668067291,1.88849482796223,1.25726543171586,1.61639419816667,1.24609183731708,.533657163468327,.77805986912044,.503598620789929,2,Retouched Flake/Knife,Retouched Flake/Knife,.0528944524891808,1113.835,.031452510915984,Flake,.144072524736434,1.61594349490877,Selected,.328282002900343
 ,OGS5,67, ,0, ,0,0,flake,Flake, ,1110,187,114,58.5,95.4,113.8,78.7,57.9,50.85,32.6,0,61602.4466666667,0,76.5016117850223,2.44439294332112,1.2470325496943,1.48755035802109,1.02873649539771,.756846799028303,.664691877903095,.426134812578975,2,Large Flake,Handaxe/Cleaver,0, , ,Flake,.915225458620623,-.114370064289024,Selected,0
 ,OGS5,69, ,0, ,0,0,flake,Flake, ,804,135,131.5,56.14,115,125,79.4,54.9,50.94,31.5,0,49921.2,0,75.1796961585307,1.79569760052404,1.52966832637233,1.66268296344819,1.05613621838229,.730250357546444,.677576561264405,.418996106788943,2,Large Flake,Retouched Flake/Knife,0, , ,Flake,.0995868449643113,1.56011074655622,Selected,0
 ,OGS5,7, ,75,689.4,856.4,46463.68,cobble,pick,Multifacial,1316,184,108,85,84.59,84.52,73.12,83.99,80.1,51.97,9,67121.6671666667,.692230720143292,85.5839231276127,2.14993649830285,.988386567344772,.987568656720418,.854366069325568,.981375904850307,.935923443011186,.607240216395648,2,Pick,Pick,.127379774486801,5162.63111111111,.0769145244603657,Pick,-.494891196523852,-1.28013889769301,Not Selected,.369373343671629
 ,OGS5,71, ,0, ,0,0,flake,Flake, ,270,110.5,101.3,28.2,74,98,61,27.2,29.4,25.3,0,26753.7333333333,0,51.7128049411875,2.13680151609782,1.43098020082569,1.89508188757996,1.17959178716712,.525981911654847,.568524566273989,.489240528120134,2,Large Flake,Retouched Flake/Knife,0, , ,Flake,.948039172556187,1.76150503484173,Selected,0
 ,OGS5,72, ,30,219.4,373.1,14178.14,flake,pick,Unidirectional,808,157,84,54,88.9,85.5,56.52,43.23,50,47.99,7,45506.1951333333,.311565050834463,68.3883678025854,2.29571204935329,1.29992866998412,1.25021261286437,.826456337767184,.632125043907915,.731118487055188,.701727523875569,2,Pick,Pick,.187027515245667,2025.44857142857,.0445092929763519,Pick,.295317875170108,-.446343836214816,Not Selected,.404534753312974
 ,OGS5,76, ,75,442.08,573.1,21514.95,flake,pick,Bifacial,492,134,81.86,54.29,64.81,81.86,56.59,38.75,54,32.45,12,33690.1596666667,.638612289548959,59.7907581409241,2.24114903651444,1.08394678400374,1.36910791141099,.946467343107106,.648093471380109,.9031496117297,.542726016678311,2,Pick,Handaxe/Cleaver,.55167817682406,1792.9125,.0532176907957466,Pick,.212526840432973,-.282229886349618,Not Selected,.659142992555445
 ,OGS5,75, ,0, , , ,flake,Flake, ,396,130.3,99.4,34.4,88.8,92,44,31,27.2,22.6,0,30293.6533333333, ,50.9605194329347,2.55688131616237,1.74252540963329,1.80531911808855,.863413491259741,.608314050660272,.533746521869658,.44348056596523,2,Large Flake,Large Flake,0, , ,Flake,1.64738990390908,.435306387935833,Selected,0
 ,OGS5,77, ,80, ,741.69,37054.8141,cobble,pick,Multifacial,1120,142.65,95.76,77.6,92.71,65.16,30.24,70.7,73,55.97,10,45125.0078,.821159173295478,69.1071027183143,2.0641872454334,1.34154083087368,.942884268576517,.437581649505124,1.02304968981522,1.05633136289266,.80990227919318,2,Pick,Pick,.345582710017107,3705.48141,.0821159173295478,Pick,-.861242938247545,-1.88597630265046,Not Selected,.507324966105663
 ,OGS5,78, ,40, ,292,13311.1,flake,handaxe, ,418,123.7,105.4,46,102.6,95.3,62.5,35.3,44.4,30,5,36017.6933333333,.369571140406178,62.0821840434361,1.99252010711242,1.65264804357101,1.53506197419413,1.00673004603497,.568601130000552,.715181024703244,.483230422096787,2,Handaxe/Cleaver,Retouched Flake/Knife,.142454108308981,2662.22,.0739142280812356,Handaxe,.407919043530789,1.14906883918391,Selected,.378071896224555
 ,OGS5,8, ,100,1207.62,1265.72,56238.076,indet,pick,Bifacial,1170,179,92,90,46.8,84,44.92,50.26,96.4,50.67,18,49145.5644,1.14431641362939,69.4080371648847,2.5789520538489,.674273497877812,1.21023448337043,.647187297535712,.724123632549975,1.3888881452013,.730030729433092,2,Pick,Pick,.563788178124009,3124.33755555556,.0635731340905214,Pick,-.0708725601176728,-2.4845207954609,Not Selected,.668627127989035
 ,OGS5,80, ,0, ,0,0,flake,Flake, ,276,114.5,91.7,31.9,67.6,89.9,60.1,19.3,25.2,31.9,0,25663.87,0,48.6909042367765,2.35156856901247,1.38834965297156,1.84634073671809,1.23431677727205,.396377933466732,.517550462350344,.655153164641903,2,Large Flake,Large Flake,0, , ,Flake,1.27051275832402,1.56701591200958,Selected,0
 ,OGS5,81, ,10, ,336,11278.17,flake,handaxe,Unidirectional,1250,172.85,115.75,70,108.08,122.16,83.49,66.5,40,25.6,8,60699.141,.18580444161475,74.696451764116,2.31403227218668,1.44692281155879,1.63541904755756,1.11772377439899,.890269864624901,.535500670451068,.342720429088684,2,Handaxe/Cleaver,Retouched Flake/Knife,.119907441906796,1409.77125,.0232255552018438,Handaxe,1.0027155026579,.604911920070053,Selected,.365108900891895
 ,OGS5,2015-1, ,0, ,0,0,flake,Flake, ,630,154.83,95.89,61.47,71,95.88,58.37,25,44,50,0,40226.985,0,61.6472077021766,2.5115492780792,1.15171477584204,1.55530158743288,.946839316421125,.405533371775366,.713738734324644,.811066743550732,2,Large Flake,Large Flake,0, , ,Flake,.889054841806096,-.0160215605597459,Selected,0
 ,OGS5,2015-2, ,20, ,458.27,16526.4987,flake,handaxe,Unidirectional,976,165.36,110,59.62,91.95,102.1,75.81,60.75,55.83,26.24,10,53069.0601,.311414950045441,72.4462691892789,2.2825191945767,1.26921649698432,1.40932032998477,1.04643069751367,.838552498007588,.770640098168949,.362199465806076,2,Handaxe/Cleaver,Handaxe/Cleaver,.275158604041959,1652.64987,.0311414950045441,Handaxe,.551245826886996,-.0761052178613443,Selected,.460046019522946
 ,OGS5,2015-3, ,40, ,458.18,16103.2823,flake,Core, ,786,115.68,104,60.7,94.85,101,66,53.6,59,36.5,9,39185.424,.410950824469833,70.2487588814636,1.64671948432849,1.35020179018462,1.4377478208608,.939518377988244,.763002803941968,.839872489413734,.519582133281378,1,Core,Oldowan,.361117959091691,1789.25358888889,.0456612027188704,Core,-.618579044168784,.989471301195138,Not Selected,.518088964600305
 ,OGS5,2015-4, ,50, ,408.4,16341.354,flake,pick,Unidirectional,512,135.66,77.93,47.85,71.99,77.32,41.4,51.69,52.4,21.09,9,33163.3807,.492752959893501,56.2680040748324,2.41096165095143,1.2794127174701,1.3741379540879,.735764502059482,.918639302209049,.931257485698475,.374813365904215,2,Pick,Pick,.433583712997858,1815.706,.0547503288770557,Pick,.488375924385689,-1.16569960211038,Not Selected,.569822804861505
 ,BSN17,17B-2012-2, ,80,308.52,314.2,5657.65,cobble,Core,Multifacial,58,47,43,35,36.98,38.47,32.64,28.29,30.15,26.5,12,7959.39753333333,.710813849453581,33.6966073245927,1.39479917213203,1.09743985926473,1.14165796067913,.968643510178499,.83955039531096,.894748830633632,.786429320457421,1,Core,Core,1.17830104989928,471.470833333333,.059234487454465,Core,-1.59501531106446,.784115650616283,Not Selected,1.20619199049532
 ,BSN17,17C-2013-1, ,30,302.4,245,7879.32,cobble,pick,Bifacial,480,128,87,46,82.6,54.82,27.39,45,46,25.96,8,28472.4177333333,.276735192416607,50.6323420158338,2.52802842815313,1.63136834504256,1.08270717524496,.540958583180579,.888759994272584,.90851021636753,.512715765584806,2,Pick,Pick,.448665640194008,984.915,.0345918990520758,Pick,.5424982900768,-1.86748828792205,Not Selected,.580894973422879
 ,BSN17,17c-2013-3, ,60,259.32,239.2,7223.76,cobble,Core,Bifacial,170,85,48.98,42.66,42.46,48.98,35.41,42.66,38.06,26.56,6,16019.1998666667,.450943871112531,42.9573352034491,1.97870746864147,.988422577864906,1.1402010801654,.824306252524642,.993078360144062,.885995367723465,.618287886671971,1,Core,Core,.573510430406316,1203.96,.0751573118520884,Core,-.683250279778113,-.772400071178607,Not Selected,.676282474185835
 ,BSN17,17C-2013-6, ,0, ,0,0,flake,Flake, ,366,107.2,81,45.7,84,62.8,47.6,40,37.5,28.2,0,26149.4666666667,0,52.7642959866631,2.03167687534571,1.59198561127836,1.19019876652715,.902125179724403,.758088386323028,.710707862177839,.534452312357734,2,Large Flake,Handaxe/Cleaver,0, , ,Flake,.0507745771746401,.157061221644162,Selected,0
 ,BSN17,17C-2015-1, ,0, ,0,0,flake,Flake, ,298,109,88.8,35.6,78.6,87.1,68.2,20.5,31.2,35,0,27295.2333333333,0,52.7685838297467,2.06562299173461,1.48952263440679,1.65060332642279,1.2924356700578,.388488727803298,.591260893046971,.663273437712949,2,Large Flake,Large Flake,0, , ,Flake,.688385161774361,1.91743781527753,Selected,0
 ,BSN17,17C-2015-2, ,20, ,257.1,6867.92,flake,Flake,Bifacial,304,92.8,73.8,44.4,72.3,63.1,49.3,39.6,42.5,25.2,7,22170.5066666667,.309777313764593,50.9003806124667,1.82316907817525,1.42042159862145,1.23967638828511,.968558572780599,.777990253186851,.834964286879827,.49508470657345,2,Retouched Flake/Knife,Oldowan,.499322421774683,981.131428571429,.0442539019663704,Flake,-.388911638496375,.475185026934685,Selected,.618816356599063
 ,BSN17,17C-2015-3, ,25, ,241.5,9075.5,flake,pick,Unidirectional,754,135.5,94,57.3,83,92.2,69.3,42.6,59,31.2,5,39780.7266666667,.228138115124091,66.3066094594045,2.04353685258116,1.25176058128588,1.39050994692239,1.04514467810978,.642469888708174,.889805714408035,.470541326941198,2,Pick,Handaxe/Cleaver,.0992972923037329,1815.1,.0456276230248182,Pick,.0765163748990081,.414711066809581,Not Selected,.353510404137451
 ,BSN17,17C-201, ,0, ,0,0,flake,Flake, ,278,125,75.1,34.5,75.3,68.7,62.2,22,28.3,33,0,27834.2,0,50.4026760591451,2.4800270496217,1.49396829469211,1.36302286647209,1.23406145989176,.436484760733419,.561478124034353,.654727141100129,2,Large Flake,Large Flake,0, , ,Flake,1.17897201274567,.629578992977043,Selected,0
 ,BSN17,17C-212, ,35, ,201.7,5611.39,cobble,Core,Multifacial,312,73.5,66.1,51.7,65.5,55.6,53.2,47,50.5,47.3,4,21230.76,.264304716364369,55.3853701880189,1.32706524756423,1.18262277163887,1.00387520768124,.960542464903635,.848599546061482,.911793129278826,.854016138908683,1,Core,Core,.27509445039331,1402.8475,.0660761790910924,Core,-1.81343214533123,.726019042780534,Not Selected,.460004109024645
 ,BSN17,17c-231,1,50,413.1,519.3,15070.1,cobble,Core,Multifacial,480,101,90,63,68.15,75.23,41.79,50.37,58.29,46.03,9,28240.2158666667,.533639688561587,60.3761447626905,1.67284612816837,1.12875706568985,1.24602192299115,.692160789070854,.834269895800405,.965447532781529,.762387200788021,1,Core,Core,.503374497323587,1674.45555555556,.0592932987290653,Core,-1.17452120180173,-.123692390737553,Not Selected,.62189720181066
 ,BSN17,17C-235, ,40, ,159.7,4103.73,cobble,Core,Multifacial,198,67.8,53.6,49.7,48.4,52.9,40.3,39,47.3,45.6,4,16087.48,.255088429014364,48.0163872420109,1.41201793584087,1.00798920493655,1.10170720952776,.839296796672374,.812222706457136,.985080359369808,.949675779857574,1,Core,Core,.395571971331295,1025.9325,.063772107253591,Core,-1.82997720020784,.344558235250642,Not Selected,.542377907681237
 ,BSN17,17c-28, ,60,537.9,626.1,18226.21,cobble,Core,Multifacial,494,90,78,78,63.61,78,62.15,53.2,70.67,59.61,11,30323.2135,.601064593632202,67.248306979272,1.33832365516266,.945897418943298,1.15988050114097,.924186835203993,.791097982829484,1.05088147455939,.886416367602735,1,Core,Core,.559617461438136,1656.92818181818,.0546422357847456,Core,-1.9017005773327,.635545952332477,Not Selected,.665354298063973
BROKEN PICK,BSN17,17C-29,1,70,577.8, , ,cobble,pick,Multifacial,520,113,80.49,62,72.5,74.78,56.62,52.13,63.6,47.55,12,34132.5993333333, ,66.0230077788869,1.71152457001717,1.09810204713491,1.13263546323791,.857579833224535,.789573237477835,.963300554452144,.720203480569174,2,Pick,Oldowan,.546011883255713, , ,Pick,-1.08383702598282,-.0203801957313407,Not Selected,.654725139737564
 ,BSN17,17C-36, ,65,477.6,482,11751.36,cobble,pick,Bifacial,228,103,58,47,57.64,51.18,30.81,39.2,43.6,24.55,15,19975.1668333333,.588298465692414,45.3222052016724,2.27261669068563,1.27178277719534,1.12924778863389,.679799225631305,.864918196843465,.962000851591201,.541677085012935,2,Pick,Pick,.875600843810904,783.424,.0392198977128276,Pick,-.035494460913843,-1.34028750745196,Not Selected,.929895060868532
 ,BSN17,2012-1, ,80,775.36,716.5,24140.75,cobble,pick,Multifacial,554,128,80,78,79.98,64.16,35.89,77.58,63.49,41.43,16,38627.6644333333,.62496012518862,64.8250328511555,1.97454585628827,1.23378263739012,.989741110464494,.553644146735828,1.19675990258472,.979405596997986,.639104959578304,2,Pick,Pick,.617221532714046,1508.796875,.0390600078242887,Pick,-.925900062981413,-1.62791548197187,Not Selected,.7111412860303
 ,BSN17,2014-12, ,65,361.68,409.5,15644.37,cobble,Core,Bifacial,580,101,88,73.6,84.43,83.33,50.43,72.64,73.6,44.82,11,35949.4344666667,.435177082257188,70.4191167608553,1.43426962231006,1.19896420011523,1.18334344185245,.716140762901944,1.03153807291686,1.04517073467347,.636474895761752,1,Core,Core,.485700622426469,1422.21545454545,.0395615529324717,Core,-1.62961025427502,.0183304688275035,Not Selected,.608510353766091
 ,BSN17,21,1,30,337.8,323.8,11806.56,cobble,pick,Unidirectional,682,159,79,78.67,55.7,73.31,43.92,74.64,43.46,22.3,7,38349.844,.307864616085531,57.4389243085767,2.76815768947571,.969725681155957,1.27631220261298,.764638274979706,1.29946723234256,.756629768456695,.388238468398166,2,Pick,Pick,.261334438354472,1686.65142857143,.0439806594407901,Pick,.797876353053359,-2.34114594093725,Not Selected,.451064688707746
 ,BSN17,24,1,60,591.11,653.4,24414.18,cobble,pick,Multifacial,854,181,79.5,64,77,61.87,29.37,63,61,35.88,13,45497.9422666667,.53659965228552,61.9252866957244,2.92287706134265,1.2434338879745,.999107203233534,.474281211555987,1.01735499925186,.985058015148627,.579407894812012,2,Pick,Pick,.455951597022041,1878.01384615385,.0412768963296554,Pick,.785186239421037,-3.28733866678641,Not Selected,.586280273394705
 ,BSN17,25, ,25,310.92,314.8,10668.65,cobble,Core,Bifacial,866,131,93,68,81.11,92.97,76.94,53.86,65.16,45.13,6,44099.0668,.241924620500133,73.901030683651,1.77264104151366,1.09754896852804,1.25803387503454,1.04112215064169,.728812568671189,.881719773015497,.610681604606958,1,Core,Oldowan,.133721851117589,1778.10833333333,.0403207700833554,Core,-.679476501588265,.5273547435498,Not Selected,.373017437012713
 ,BSN17,26, ,0, ,0,0,flake,Flake, ,402,121.8,96.7,40.5,86.5,98,59.2,30,39.7,38.7,0,33476.56,0,60.0547966379854,2.02814773870968,1.44035122658775,1.63184300815722,.985766388601094,.499543778007311,.661062932896342,.644411473629431,2,Large Flake,Large Flake,0, , ,Flake,.372744194280431,1.17491447578382,Selected,0
BROKEN PICK,BSN17,32, ,66,520.62, , ,cobble,pick,Multifacial,1000,156,88,80,62.49,88,50.38,46.55,78.04,39.53,6,42859.3909, ,67.2277430116606,2.32047058270187,.929526966109232,1.3089834056267,.749392999721285,.692422471953668,1.16083028380804,.588001295732084,2,Pick,Pick,.14610525564817, , ,Pick,-.0458335885247556,-1.26999143181428,Not Selected,.380197953505944
 ,BSN17,34,1,35,396.2,406.8,10349.06,cobble,pick,Bifacial,688,141,81,56,75.5,61.62,40.75,54.17,56,30.08,10,35218.875,.293849817746876,58.8309313437622,2.39669841662213,1.28333851386504,1.0474082016472,.692662840264906,.920774136371778,.951880222204533,.51129566221272,2,Pick,Pick,.453224520858675,1034.906,.0293849817746876,Pick,.132824638584971,-1.70125797800285,Not Selected,.584261839211292
 ,BSN17,17C-35,1,40,364.8,417.5,12025.58,cobble,handaxe,Bifacial,498,117,84,55,85.11,76.64,34.13,53.24,53.07,34.42,9,31961.591,.376250981998987,59.1494745563825,1.97803954942107,1.43889697479682,1.29570043647548,.577012733519155,.900092526591263,.897218452032276,.58191556659037,2,Handaxe/Cleaver,Pick,.4496141197322,1336.17555555556,.0418056646665542,Handaxe,-.385129543879869,-.625795271682913,Not Selected,.581594691434019
 ,BSN17,37, ,0, ,0,0,flake,Flake, ,410,130,76.5,36,71.5,75.5,59.3,37,34,27,0,30619.2666666667,0,54.4197436994542,2.3888388875544,1.31386138815492,1.3873641231566,1.08967804639982,.679900298765484,.624773247514228,.496143461261299,2,Large Flake,Handaxe/Cleaver,0, , ,Flake,.828955118305373,.121813060857066,Selected,0
 ,BSN17,38, ,10,153.4, , ,cobble,Core,Unifacial simple,316,91,79,50,71.39,70.81,46.22,48.52,37.67,20.95,5,22362.7918, ,50.2954973523621,1.80930709090058,1.41941135405926,1.4078795066667,.918968942213459,.964698681873583,.748973605650822,.416538280817221,1,Core,Oldowan,.349443983849331, , ,Core,-.309562774341294,.528021325546672,Not Selected,.509989293366449
BROKEN,BSN17,510, ,50,298.83, , ,cobble,pick,Multifacial,246,104,54,53,57.72,49.76,42.82,31.52,35.68,44.31,7,21868.8486, ,48.5671686461478,2.1413642775375,1.18845717403331,1.02456044663717,.881665561193804,.648998096422903,.734652667524402,.912344722477754,2,Pick,Pick,.505272122080873, , ,Pick,-.290939862078619,-.476165860235366,Not Selected,.623342355426738
 ,OGS7,523,1,60, ,197.1,4820.79,cobble,Oldowan,Bifacial,81.6,63,40,36,35.1,37.2,32,35.7,27.2,23.7,4,10029.27,.480672072842789,34.7002251665575,1.81555017864024,1.01152081381385,1.07203915310186,.922184217722026,1.02881176789614,.783856585063722,.682992686250375,1,Oldowan,Core,.600790668129031,1205.1975,.120168018210697,Core,-.952114753468143,-.317271503950585,Not Selected,.697954842740949
 ,OGS7,355, ,55, ,152.6,2569.26,cobble,Oldowan,Bifacial,42,45,33,29,32,28.8,24.4,23.2,28.7,23.5,6,6133.8,.41886921647266,28.6472686902547,1.57083038130292,1.11703493781541,1.00533144403387,.85173914008425,.809850329916172,1.0018407098532,.820322532458191,1,Oldowan,Core,.990421639205458,428.21,.0698115360787766,Core,-1.49067556461631,-.00231870437962948,Not Selected,1.0326938664875
 ,OGS7,334,1,50, ,216.4,4351.6,cobble,Oldowan,Unifacial Centripetal,70,64,40,28,41,38.5,36.7,19.6,25.1,22,6,9414.73333333333,.46221171072291,32.7173097320174,1.95615105655735,1.25315927060705,1.17674711996028,1.12173037149461,.599071261070689,.767177992493586,.67242692569159,1,Oldowan,Oldowan,.804343226987091,725.266666666667,.0770352851204849,Core,-.218347744097496,.579172747001312,Not Selected,.867643636197554
 ,OGS7,437,1,15, ,127.9,1812.47,flake,Oldowan,Multifacial,54,67,40,22,33.6,38.6,20,10.2,20.8,19.5,5,7106.65333333333,.255038470991503,25.5919992337813,2.61800570514086,1.31291032377213,1.50828388385727,.781494240340556,.398562062573683,.812754009954178,.761956884332042,1,Oldowan,Large Flake,.847304873513322,362.494,.0510076941983006,Core,1.03408941792751,-.564918629317021,Not Selected,.905021578782562
 ,OGS7,486,1,70, ,288.5,6823.49,indet,Oldowan,Bifacial,72.4,70,43,36,34.9,40.8,24.9,19.4,29.2,22.7,8,9264.29,.736536744855785,31.6643434836526,2.21068850002019,1.10218612358149,1.28851558286891,.786373480721468,.612676527148453,.922172917151279,.716894699292262,1,Oldowan,Pick,.936277845678909,852.93625,.0920670931069731,Core,-.0520799604291446,-.602457112004482,Not Selected,.983865613682583
 ,OGS7,335,1,75, ,317,10046.89,cobble,Oldowan,Bifacial,142,67,60,38.6,50,56.9,26.2,31,39.5,23.5,6,12309.5,.816189934603355,39.2578427352974,1.70666535223952,1.27363085988024,1.44939191854371,.667382570577245,.789651133125748,1.00616837930539,.598606504143712,1,Oldowan,Oldowan,.687910837716425,1674.48166666667,.136031655767226,Core,-.816218526615405,.158511359059174,Not Selected,.768954945851976
 ,OGS7,485,1,70, ,316.6,7086.32,cobble,Oldowan,Multifacial,84.2,62,51,41,47.3,36.4,21.4,30.6,34.6,24.7,8,10035.96,.706092889967676,34.6310824664633,1.79029922209451,1.36582505169468,1.0510788981329,.617941989561653,.883599293485354,.999102469104355,.713232109447328,1,Oldowan,Oldowan,.90153106529934,885.79,.0882616112459595,Core,-1.01835450661085,-.683453966007118,Not Selected,.952857077862551
 ,OGS7,2002,1,95, ,317.9,5702.11,cobble,Oldowan,Multifacial,62.8,46,38,32,35.6,37.5,31.6,26.7,31,26.9,19,7605.76,.749709430747223,33.0646924805349,1.39121209208524,1.07667718430945,1.13414029246079,.955702219780294,.807507888232084,.937555975100922,.813556636458542,1,Oldowan,Core,1.39761098383732,300.111052631579,.0394583910919591,Core,-1.64796177034501,.73628197934195,Not Selected,1.41465698254782
 ,OGS7,2006,1,15, ,50.8,864.44,flake,Oldowan,Bifacial,25.1,42,34,16,29.8,31.3,27.1,13.9,15.2,13.1,12,4420.43,.195555635990164,22.5209642386418,1.86492903034479,1.32321155010178,1.38981615832838,1.2033232552939,.617202702899824,.674926696696211,.581680245178971,1,Oldowan,Retouched Flake/Knife,1.43371672838542,72.0366666666667,.0162963029991803,Core,-.0608619746422005,1.31111044282726,Not Selected,1.44942718027922
protopick,OGS7,2016,1,5, ,121,1665.77,flake,Oldowan,Bifacial,154.4,73,49,46,41.3,41.6,28.3,14.7,25,14.2,10,9043.83666666667,.184188421506949,29.2963862107377,2.49177490612286,1.40973018661471,1.41997035746179,.965989449907902,.501768371506931,.853347570590019,.484701420095131,1,Oldowan,Handaxe/Cleaver,1.0436472896931,166.577,.0184188421506949,Core,.988456231596909,-.213107703021852,Not Selected,1.08124841327768
QUESTIONABLE LATITE,OGS7,2017, , , , , ,indet,Oldowan,Multifacial,50.8,59,54,27,39.1,40.9,29.1,16.2,25.8,16.7,7,7719.52333333333, ,29.439337795389,2.0041211663817,1.32815487466991,1.38929755432223,.98847332104589,.550284116870908,.876378408349965,.567268194552109,1,Oldowan,Oldowan,.957507555752908, , ,Core,.0152319487659754,.543015078203351,Not Selected,1.00293964407481
weathered/indet WF?,OGS7,2026, , , , , ,indet,Oldowan,Unifacial Centripetal,77.3,61,56,25,43.9,58.3,38.5,19.8,25.3,24.2,5,10340.92, ,35.6278196541359,1.71214518856808,1.2321831766908,1.63636171300851,1.08061622557166,.555745487436852,.710119233947089,.679244484645042,1,Oldowan,Retouched Flake/Knife,.68441082600852, , ,Core,-.308626749534597,1.68720482764142,Not Selected,.766052749120311
 ,OGS7,2066,1,95, ,275.1,4554.91,cobble,Oldowan,Multifacial,34.2,44,33,27,29.8,28.3,19.4,25.2,25.4,19.6,15,5463.73333333333,.833662575040266,26.4392805699925,1.66419051696657,1.12711085012736,1.0703770825035,.733756727935261,.953127296080855,.960691798430703,.741321230285109,1,Oldowan,Core,1.43860176433535,303.660666666667,.0555775050026844,Core,-1.32742163782331,-.40575258086349,Not Selected,1.45413959799815
 ,OGS7,2081,1,60, ,195.4,3781.69,indet,Oldowan,Bifacial,49.6,47,38,25,37.5,34.2,23.8,25.4,23.3,18,7,6463.16666666667,.585114108151319,28.5026279880948,1.64897075524514,1.3156681557807,1.199889358072,.835010722868817,.89114589751546,.817468480791741,.631520714774736,1,Oldowan,Oldowan,1.034652684729,540.241428571429,.0835877297359027,Core,-.950798210057269,.317670433554222,Not Selected,1.07300692476162
 ,OGS7,2092,1,50, ,186,2637.19,cobble,Oldowan,Bifacial,35.9,41,33.1,26,24.3,31.3,21.3,22,24.7,22,6,4982.93333333333,.529244487851868,25.9576395823615,1.57949646653773,.936140588704071,1.20581071713734,.820567676518384,.847534689361711,.95155031032883,.847534689361711,1,Oldowan,Core,1.08066617359973,439.531666666667,.088207414641978,Core,-1.45847168695645,.100757735418531,Not Selected,1.11531423474532
QUESTIONABLE LATITE,OGS7,2114,1, , , , ,cobble,Oldowan,Multifacial,52,49,39,38,37.7,30.9,27.7,30.4,34.2,21.3,8,7687.95666666667, ,32.0864846368173,1.5271227295425,1.17494952864801,.963022292711497,.863291828741374,.947439407716165,1.06586933368069,.663830900801129,1,Oldowan,Core,1.01727906023476, , ,Core,-1.55885167033376,-.136549373359897,Not Selected,1.05712902336632
QUESTIONABLE LATITE,OGS7,2129, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
QUESTIONABLE LATITE,OGS7,2134, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 ,OGS7,2222, ,50, ,124.4,2580.63,cobble,Oldowan,Unifacial Centripetal,38,48.8,40.5,20.4,34.7,40.4,25.7,17.2,19.7,14,5,5891.94666666667,.43799276300306,26.1404076694976,1.8668415816997,1.32744678042991,1.54549999796451,.983152226427918,.657985147648256,.753622523759922,.535569306225325,1,Oldowan,Retouched Flake/Knife,.928711197339424,516.126,.0875985526006119,Core,-.0798123458546352,1.00558185730651,Not Selected,.977090428972299
QUESTIONABLE LATITE,OGS7,2240, , , , , ,indet,Oldowan,Bifacial,30.6,41.7,36,26,35.4,36,24.1,16.5,25.2,16,11,5228.66, ,26.2202977006185,1.59037095902296,1.35009908751589,1.37298212289752,.919135254495281,.629283472994695,.961087486028261,.61021427684334,1,Oldowan,Oldowan,1.32300228293932, , ,Core,-.827417551126556,.990400213337219,Not Selected,1.34317010926249
AWESOME HAMMERSTONE W/PITTING AND FLAKING,EG10,1320, ,35, ,196.6,7024.54,cobble,Oldowan,Unifacial simple,342,81.2,66.8,59.6,62.8,65.6,50.9,57.4,59.6,52.4,10,25148.1733333333,.279326053104984,60.7460586099544,1.3367122387541,1.03381192849455,1.07990545396883,.837914445228864,.944917272222727,.981133613666804,.862607405304371,1,Oldowan,Core,.599493554944613,702.454,.0279326053104984,Core,-1.9645094268575,.323969063133397,Not Selected,.696918069959225
BROKEN,EG10,1145, , , , , ,cobble,Oldowan,Unifacial simple,158,72.9,61.9,29.3,60.3,61.9,45.1,27.2,29.3,26.3,5,14981.15, ,42.6622220719403,1.7087717530763,1.4134284871125,1.45093239390155,1.05714137261648,.637566415413929,.686790293074563,.616470467845086,1,Oldowan,Oldowan,.523424851888161, , ,Core,-.337811193859396,1.43726339331626,Not Selected,.637242240529632
