GM_L,GM_Br1,GM_Br2,GM_Br3,GM_T1,GM_T2,GM_T3,Site,Locality,Catalog,FAI,Base,Weight,L.x,Br,T,Br1.x,Br2.x,Br3.x,T1.x,T2.x,T3.x,ScarCnt,SA_fitted,GM,Mode,Typology,Average_scar_area,BaseRefinement,MidRefinement,TipRefinement,AvgScarLength,GM_Scar_length,SDI.x,Volume_fitted,Avg_Scar_length,Contexts,LbyBr.x,LbyT.x,SA_Corrected,cSDI,Dis_1,Dis_2,Flaked.x,PC1,PC2,Note,Name,Type,L.y,Br1.y,Br2.y,Br3.y,T1.y,T2.y,T3.y,Caliper_L_GM,Caliper_Br1_GM,Caliper_Br2_GM,Caliper_Br3_GM,Caliper_T1_GM,Caliper_T2_GM,Caliper_T3_GM,Volume,Length,Width,Thickness,Lengthofthehighertouchpointofwidth,Lengthofthehighertouchpointofthickness,widthathalflength,thicknessathalf,widthatonefifth,thicknessatonefifth,widthatfourfifth,thicknessatfourfifth,@3DGMPC110x10,@3DGMPC210x10,@3DGMPC310x10,@3DGMPC410x10,@3DGMPC510x10,ScarCount,SurfaceArea3D,SDI.y,Cortex,Ventral,Flaked.y,SurfaceAreaCallipers,FlakedVisual,FlakedCallipers,FAC1_1,ScarcountDS,PC1_Final,PC2_Final,FAC1_2,FAC2_2,FAC3_2,FAC4_2,LbyBr2,LbyT2,Br1byBr3,T1byT3,LbyBr.y,LbyT.y,SDILinearEst,SAcalipersCorrected,SDILinearCorrected,TDFlaked_VisualFlaked,PC11,PC22
2.21,1.1,1.29,0.79,0.61,0.92,0.72,OGS7,OGS7,486,70,indet,72,70,43,36,34.9,40.8,24.9,19.4,29.2,22.7,8,9264.29,31.66,1,Oldowan,852.94,1.8,1.4,1.1,36.06,9.11,0.09,56217.32,36.06,Oldowan,1.63,1.94,5863.47,0.14,1,cobble,Flaked,-0.08513,-0.57426,NA,OGS7-486,Oldowan,70,34.9,40.8,24.9,19.4,29.2,22.7,2.2106885,1.102186124,1.288515583,0.786373481,0.612676527,0.922172917,0.716894699,29519.81666,68.61100175,43.09227806,31.30321943,42.07735594,43.77115402,42.19812705,29.03012044,33.44340199,19.08870135,23.77395334,22.27382052,0.9214,1.3791,0.1299,0.3874,0.3976,8,6370.738771,0.001255741,32.974,0,67.026,9264.29,70,0.736536745,-0.05207996,8,-0.05208,-0.60246,0.186236797,-0.127961777,-1.209176707,0.615180597,1.715686275,2.397260274,1.401606426,0.854625551,1.592187855,2.19181934,0.000863531,6176.193333,0.001295296,-2.974,0.043244168,-0.167597506
1.71,1.27,1.45,0.67,0.79,1.01,0.6,OGS7,OGS7,335,75,cobble,142,67,60,38.6,50,56.9,26.2,31,39.5,23.5,6,12309.5,39.26,1,Oldowan,1674.48,1.61,1.44,1.11,52.83,8.07,0.05,97576.96,52.83,Oldowan,1.12,1.74,7790.82,0.08,1,cobble,Flaked,-0.83312,0.19316,NA,OGS7-335,Oldowan,67,50,56.9,26.2,31,39.5,23.5,1.706665352,1.27363086,1.449391919,0.667382571,0.789651133,1.006168379,0.598606504,59852.336,66.50340427,60.31326942,39.97144046,44.15221235,41.07674709,56.47178552,39.48266775,50.13675912,21.23837835,45.50961935,30.97159552,-2.1555,-1.7675,-1.0206,0.6891,-0.9018,6,9358.898638,0.000641101,27.561,0,72.439,12309.5,75,0.816189935,-0.816218527,6,-0.81622,0.15851,-0.769672508,0.070825432,0.77807127,0.884012936,1.177504394,1.696202532,1.908396947,1.319148936,1.102633051,1.663773022,0.000487428,8206.333333,0.000731143,-2.561,0.389898937,0.059685452
1.79,1.37,1.05,0.62,0.88,1,0.71,OGS7,OGS7,485,70,cobble,84,62,51,41,47.3,36.4,21.4,30.6,34.6,24.7,8,10035.96,34.63,1,Oldowan,885.79,1.55,1.05,0.87,39.58,9.14,0.08,66196.28,39.58,Oldowan,1.22,1.51,6351.87,0.13,1,cobble,Flaked,-1.04058,-0.63098,NA,OGS7-485,Oldowan,62,47.3,36.4,21.4,30.6,34.6,24.7,1.790299222,1.365825052,1.051078898,0.61794199,0.883599293,0.999102469,0.713232109,34930.3566,63.83080324,47.17275887,38.84139736,20.51553588,28.20678572,39.7540671,37.15349975,44.55563762,24.71858883,19.87887513,19.53751786,-0.4194,0.9307,-1.1535,-1.321,0.248,8,6608.173867,0.001210622,26.606,0,73.394,10035.96,70,0.70609289,-1.018354507,8,-1.01835,-0.68345,-0.767426169,-1.019055761,0.822189288,1.272531047,1.703296703,1.791907514,2.210280374,1.238866397,1.353128474,1.643370413,0.000797134,6690.64,0.0011957,3.394,0.486585683,-0.183351058
1.86,1.32,1.39,1.2,0.62,0.67,0.58,OGS7,OGS7,2006,35,flake,25,42,34,16,29.8,31.3,27.1,13.9,15.2,13.1,5,4420.43,22.52,1,Oldowan,72.04,2.14,2.06,2.07,4.23,2.26,0.27,17255.56,4.23,Oldowan,1.24,2.63,2797.74,0.18,1,flake,Flaked,-0.07243,1.32713,NA,OGS7-2006,Oldowan,42,29.8,31.3,27.1,13.9,15.2,13.1,1.86492903,1.32321155,1.389816158,1.203323255,0.617202703,0.674926697,0.581680245,9913.126609,41.38374062,32.25992334,16.48848641,16.69141688,25.38515473,31.15982166,16.47528157,27.29043347,13.43716174,26.53866873,12.30554925,-0.8529,0.3641,-1.4751,-0.5693,-1.2987,12,3107.645212,0.003861445,14.894,8.161,76.945,4420.43,85,0.804444364,-0.060861975,12,-0.06086,1.31111,-0.420524397,1.694955489,0.040310711,-0.4502182,1.341853035,2.763157895,1.099630996,1.061068702,1.282822038,2.509856854,0.002714668,2946.953333,0.004072002,-8.055,0.038798937,0.400958094
2.49,1.41,1.42,0.97,0.5,0.85,0.48,OGS7,OGS7,2016,75,flake,154,73,49,46,41.3,41.6,28.3,14.7,25,14.2,10,9043.84,29.3,1,Oldowan,166.58,2.81,1.66,1.99,12.1,4.13,0.11,49359.69,12.1,Oldowan,1.49,1.59,5723.95,0.17,2,flake,Flaked,0.95234,-0.2139,protopick,OGS7-2016,Oldowan,73,41.3,41.6,28.3,14.7,25,14.2,2.491774906,1.409730187,1.419970357,0.96598945,0.501768372,0.853347571,0.48470142,57230.71685,73.26523456,50.33887635,45.56144872,28.86108013,19.9114663,46.21614366,33.56813623,46.17734663,45.04967642,25.70914761,15.87721762,-0.2271,-0.6971,1.149,0.6011,-0.3652,10,8766.463744,0.001140711,33.318,0,66.678,9043.836667,75,0.815811578,0.988456232,10,0.98846,-0.21311,1.044375111,1.019394741,-0.310718446,0.75249521,1.754807692,2.92,1.459363958,1.035211268,1.455440405,1.608053225,0.001105725,6029.224444,0.001658588,-8.322,-0.441062126,-0.061571325
1.66,1.13,1.07,0.73,0.95,0.96,0.74,OGS7,OGS7,2066,95,cobble,34,44,33,27,29.8,28.3,19.4,25.2,25.4,19.6,8,5463.73,26.44,1,Oldowan,303.66,1.18,1.11,0.99,18.34,10.4,0.27,26862.29,18.34,Oldowan,1.33,1.63,3458.06,0.23,1,cobble,Flaked,-1.34547,-0.34798,NA,OGS7-2066,Oldowan,44,29.8,28.3,19.4,25.2,25.4,19.6,1.664190517,1.12711085,1.070377083,0.733756728,0.953127296,0.960691798,0.74132123,13719.79158,42.59521013,30.03119916,29.52225854,17.02403887,10.30437279,27.36774113,21.52108751,25.97107848,29.19087357,20.74670456,16.42177038,-1.2265,-0.3574,2.2095,0.0276,-1.1214,15,3542.781723,0.004233961,9.75,0,90.25,5463.733333,95,0.833662575,-1.327421638,15,-1.32742,-0.40575,-1.138289515,-0.979532077,0.174068678,0.020760165,1.554770318,1.732283465,1.536082474,1.285714286,1.418365278,1.442816784,0.002745376,3642.488889,0.004118063,-4.75,0.632110301,-0.098053559
1.65,1.32,1.2,0.84,0.89,0.82,0.63,OGS7,OGS7,2081,60,indet,50,47,38,25,37.5,34.2,23.8,25.4,23.3,18,7,6463.17,28.5,1,Oldowan,540.24,1.48,1.47,1.32,27.91,6.86,0.11,33777.06,27.91,Oldowan,1.24,1.88,4090.61,0.17,1,cobble,Flaked,-0.96403,0.36053,NA,OGS7-2081,Oldowan,47,37.5,34.2,23.8,25.4,23.3,18,1.648970755,1.315668156,1.199889358,0.835010723,0.891145898,0.817468481,0.631520715,19571.13596,45.43475455,38.14676826,24.65714486,27.50676936,26.88710445,33.81749429,23.40359577,34.98431092,23.83652603,24.35644259,19.92479191,-1.7575,0.4191,0.2097,0.0066,0.7004,7,4292.550801,0.001630732,47.616,0,52.384,6463.166667,60,0.585114108,-0.95079821,7,-0.9508,0.31767,-0.994107035,-0.00527753,1.021138515,0.0761626,1.374269006,2.017167382,1.575630252,1.411111111,1.191051211,1.842660811,0.00108306,4308.777778,0.001624591,-7.616,0.448291598,0.11478654
1.58,0.94,1.21,0.82,0.85,0.95,0.85,OGS7,OGS7,2092,50,cobble,36,41,33.1,26,24.3,31.3,21.3,22,24.7,22,6,4982.93,25.96,1,Oldowan,439.53,1.1,1.27,0.97,31,7.17,0.12,24033.47,31,Oldowan,1.24,1.58,3153.76,0.19,1,cobble,Flaked,-1.47222,0.1579,NA,OGS7-2092,Oldowan,41,24.3,31.3,21.3,22,24.7,22,1.579496467,0.936140589,1.205810717,0.820567677,0.847534689,0.95155031,0.847534689,14336.42763,34.66843041,34.0293707,25.96005366,17.46056066,13.47785563,32.80934535,25.52186082,33.51495268,25.36524128,21.43929119,20.63807557,-1.805,-0.4549,-1.4006,-0.309,1.0721,6,3355.848427,0.001787923,51.845,0,48.155,4982.933333,50,0.529244488,-1.458471687,6,-1.45847,0.10076,-1.374185446,-0.506612139,-0.897842657,-0.276642602,1.309904153,1.659919028,1.14084507,1,1.018779651,1.335452957,0.00120411,3321.955556,0.001806165,-1.845,0.68549199,0.054150322
1.87,1.33,1.55,0.98,0.66,0.75,0.54,OGS7,OGS7,2222,50,cobble,38,48.8,40.5,20.4,34.7,40.4,25.7,17.2,19.7,14,5,5891.95,26.14,1,Oldowan,516.13,2.02,2.05,1.84,24.88,4.76,0.08,28222.58,24.88,Oldowan,1.2,2.39,3729.08,0.13,1,cobble,Flaked,-0.09494,1.01946,NA,OGS7-2222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.042681797,0.307216158
1.34,1.03,1.08,0.84,0.94,0.98,0.86,EG10,EG10,1320,35,cobble,342,81.2,66.8,59.6,62.8,65.6,50.9,57.4,59.6,52.4,10,25148.17,60.75,1,Oldowan,702.45,1.09,1.1,0.97,19.66,3.24,0.04,272827.23,19.66,Oldowan,1.22,1.36,15916.57,0.06,1,cobble,Flaked,-1.96997,0.39282,AWESOME HAMMERSTONE W/PITTING AND FLAKING,EG10-1320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9146171,0.125133912
1.45,0.94,1.1,0.77,0.94,1,0.92,EG10,EG10,83,30,cobble,192,68.8,53.1,47.7,44.3,52.2,36.3,44.6,47.5,43.8,12,15890.09,47.38,1,Oldowan,388.87,0.99,1.1,0.83,20.82,5.27,0.08,137250.67,20.82,Oldowan,1.3,1.44,10057.02,0.12,1,cobble,Flaked,-1.89522,0.00354,NA,EG10-83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.882387408,0.011962459
1.45,1.32,1.24,0.85,0.7,0.86,0.82,EG10,EG10,4202,45,cobble,182,66,60.5,41,60,56.3,38.8,32,39.3,37.2,11,14961.76,45.52,1,Oldowan,603.67,1.88,1.43,1.04,27.37,6.62,0.07,121444.19,27.37,Oldowan,1.09,1.61,9469.47,0.12,1,cobble,Flaked,-1.31307,0.97459,NA,EG10-4202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.610756137,0.300049308
1.83,1.06,1.03,0.75,0.92,0.95,0.77,EG10,EG10,1334,35,flake,210,85.1,50.6,44.4,49.1,47.9,34.6,42.8,44.1,35.6,9,17749.18,46.43,1,Oldowan,658.4,1.15,1.09,0.97,31.48,6.1,0.05,152929.63,31.48,Oldowan,1.68,1.92,11233.66,0.08,1,cobble,Flaked,-1.11795,-0.68995,NA,EG10-1334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.525887147,-0.198956441
1.48,0.99,1.22,0.91,0.78,0.96,0.81,EG10,EG10,184,30,cobble,199,71,61.4,46,47.6,58.6,43.5,37.2,46,38.9,9,16328.07,47.84,1,Oldowan,559.46,1.28,1.27,1.12,22.21,4.18,0.06,144292.95,22.21,Oldowan,1.16,1.54,10334.22,0.09,1,cobble,Flaked,-1.50005,0.62183,NA,EG10-184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.704727594,0.19150534
2.05,0.87,1.13,0.83,0.83,0.92,0.77,EG10,EG10,4182,30,cobble,147,84.9,49.3,38.2,36,46.9,34.2,34.5,38.1,32,9,14884.62,41.34,1,Oldowan,469.93,1.04,1.23,1.07,23.93,5.21,0.06,115522.22,23.93,Oldowan,1.72,2.22,9420.65,0.1,1,cobble,Flaked,-0.69382,-0.8026,NA,EG10-4182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.328594012,-0.235264545
1.64,1.11,1.16,1.1,0.76,0.77,0.73,EG10,EG10,344,65,cobble,195,82.1,58.6,37.1,55.4,58.1,54.7,38,38.5,36.5,11,19492.76,49.91,1,Oldowan,860.01,1.46,1.51,1.5,27.66,6.1,0.06,171731.69,27.66,Oldowan,1.4,2.21,12337.19,0.09,1,cobble,Flaked,-0.96656,0.85042,NA,EG10-344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.454149076,0.263261328
1.69,1.04,1.14,0.87,0.9,0.98,0.65,EG10,EG10,1302,35,cobble,518,103.9,71.6,60.1,64.2,70.3,53.8,55.1,60,40,10,29475.59,61.52,1,Oldowan,968.34,1.17,1.17,1.35,33.41,5.43,0.03,339695.71,33.41,Oldowan,1.45,1.73,18655.44,0.05,1,cobble,Flaked,-1.16585,-0.04633,NA,EG10-1302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.549405267,-0.017354028
1.68,1.23,1.31,0.82,0.8,0.81,0.69,EG10,EG10,1335,40,cobble,158,68.2,55.7,33.2,49.9,53.1,33.2,32.2,33,28,9,12966.43,40.49,1,Oldowan,413.92,1.55,1.61,1.19,22.94,5.1,0.07,96521.03,22.94,Oldowan,1.22,2.05,8206.6,0.11,1,cobble,Flaked,-0.87384,0.4762,NA,EG10-1335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.412704206,0.147989852
1.89,1.26,1.44,1.2,0.58,0.77,0.54,EG10,EG10,1125,40,cobble,212,85.3,65.8,35,56.6,64.9,54.1,26.2,34.8,24.4,10,17645.16,45.06,1,Oldowan,630.5,2.16,1.86,2.22,21.89,4.86,0.06,142475.6,21.89,Oldowan,1.3,2.44,11167.82,0.09,1,flake,Flaked,-0.04158,1.24115,HAMMERSTONE???,EG10-1125,Oldowan,85.3,56.6,64.9,54.1,26.2,34.8,24.4,1.893069203,1.256127982,1.440330496,1.200645298,0.581458536,0.772318971,0.541511003,85291.31214,79.63386469,65.39161725,38.48040913,48.46618639,62.75121326,65.05369358,37.67612397,53.49660502,33.02991905,56.09901823,28.10131925,-0.7953,1.0032,-0.7492,0.7191,-0.9304,10,12008.64828,0.000832733,51.965,0,48.035,17645.16,40,0.357319514,-0.028857133,10,-0.02886,1.22761,-0.357451666,1.699319609,-0.298505006,-0.495307398,1.314329738,2.451149425,1.046210721,1.073770492,1.217799284,2.069465125,0.000566728,11763.44,0.000850091,8.035,0.020651949,0.377223912
2.03,0.89,1.3,0.75,0.75,0.94,0.81,EG10,EG10,1184,30,cobble,338,104.7,71.4,50.8,45.7,67.2,38.8,38.7,48.3,41.7,11,22958.47,51.59,1,Oldowan,666.84,1.18,1.39,0.93,25.02,5.33,0.05,229152.94,25.02,Oldowan,1.47,2.06,14530.68,0.08,1,cobble,Flaked,-0.63686,-0.57621,NA,EG10-1184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301201094,-0.173334073
1.85,1.3,1.27,1.09,0.8,0.83,0.45,EG10,EG10,72,40,indet,96,70.1,52.3,29.6,49.3,47.9,41.1,30.3,31.2,17.2,8,12341.84,37.82,1,Oldowan,556.33,1.63,1.54,2.39,30.43,6.44,0.06,85480.83,30.43,Oldowan,1.34,2.37,7811.29,0.1,1,cobble,Flaked,-0.32637,0.60874,NA,EG10-72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.155917515,0.188255735
1.39,0.99,1.21,0.66,1.06,1.14,0.75,EG10,EG10,205,55,cobble,232,70.6,65.1,61.6,50,61.2,33.6,53.5,57.9,38.2,10,17814.95,50.68,1,Oldowan,972.14,0.93,1.06,0.88,36.42,7.19,0.06,174781.6,36.42,Oldowan,1.08,1.15,11275.28,0.09,1,cobble,Flaked,-1.96508,-0.15924,NA,EG10-205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.918297194,-0.040104119
1.4,1.08,1.1,0.95,0.86,1.04,0.7,EG10,EG10,1545,35,cobble,452,84.5,68.4,66.1,65.4,66.5,57.6,51.8,63,42.4,10,25360.73,60.39,1,Oldowan,877.83,1.26,1.06,1.36,32.81,5.43,0.04,279392.64,32.81,Oldowan,1.24,1.28,16051.09,0.06,1,cobble,Flaked,-1.67079,0.5759,PUBLISHED HAMMERSTONE,EG10-1545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.779812971,0.175474028
1.78,1.16,1.11,1,0.77,0.77,0.75,EG10,EG10,1559,25,cobble,228,80,56.3,34.6,52.1,49.8,44.8,34.4,34.5,33.5,10,16578.37,44.93,1,Oldowan,473.8,1.51,1.44,1.34,21.99,4.89,0.06,132294.1,21.99,Oldowan,1.42,2.31,10492.64,0.1,1,cobble,Flaked,-0.80344,0.37458,NA,EG10-1559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.377705963,0.116294923
1.59,1.24,1.17,1.03,0.62,0.81,0.84,EG10,EG10,303,20,cobble,134,63.5,50.8,34.6,49.4,46.6,41.1,24.7,32.5,33.6,9,12248.91,39.94,1,Oldowan,326.72,2,1.43,1.22,22.39,5.05,0.07,86243.24,22.39,Oldowan,1.25,1.84,7752.47,0.12,1,cobble,Flaked,-1.04047,1.02942,NA,EG10-303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48208351,0.31617334
2.11,1.41,1.47,0.66,0.74,0.83,0.56,EG10,EG10,1171,60,flake,158,86.3,61.5,39.8,57.9,60.1,27,30.4,34,23,11,15751.91,40.94,1,Oldowan,974.28,1.9,1.77,1.17,42.82,11.5,0.07,126007.04,42.82,Oldowan,1.4,2.17,9969.56,0.11,1,cobble,Flaked,0.06283,-0.22839,NA,EG10-1171,Oldowan,86.3,57.9,60.1,27,30.4,34,23,2.10798155,1.414277309,1.468014961,0.659507553,0.742556653,0.830490993,0.561802731,63478.59544,81.55642738,57.94610804,32.98039602,41.14454781,23.21559765,57.9093058,30.60858651,46.65397726,32.90504823,46.5213188,25.97821865,0.1721,-0.3353,-1.0074,1.445,0.4405,11,10413.66963,0.001056304,20.537,17.164,62.299,15751.90667,60,0.680369064,0.092299606,11,0.0923,-0.24675,0.217280027,0.250536508,1.002818802,1.07306055,1.4359401,2.538235294,2.144444444,1.32173913,1.407453065,2.472875927,0.000698328,10501.27111,0.001047492,2.299,-0.027231612,-0.067637741
1.94,1.19,1.35,1.15,0.64,0.91,0.48,EG10,EG10,1223,50,cobble,166,82,57.7,38.9,50.4,57.1,48.5,26.9,38.3,20.5,7,15562.94,42.29,1,Oldowan,995.27,1.87,1.49,2.37,36.14,5.98,0.04,122769.6,36.14,Oldowan,1.42,2.11,9849.96,0.07,1,cobble,Flaked,-0.14768,0.70562,NA,EG10-1223,Oldowan,82,50.4,57.1,48.5,26.9,38.3,20.5,1.939207399,1.191903084,1.350350518,1.14697023,0.636154622,0.905751748,0.48480185,69872.36507,81.32957371,56.14321131,40.84933454,45.96369494,49.53300462,55.71138723,40.05193991,43.48119332,28.34447498,48.3218199,23.38544563,-0.7728,0.199,-0.8351,-0.8494,-1.0257,7,10255.44534,0.000682564,51.987,0,48.013,15562.94333,50,0.447656966,-0.131092042,7,-0.13109,0.68735,-0.311779853,1.116293252,-0.44343748,-0.639581225,1.436077058,2.140992167,1.039175258,1.312195122,1.448609223,1.99096447,0.000449786,10375.29556,0.00067468,-1.987,0.070509364,0.21163855
1.67,1.03,1.09,0.93,0.68,0.96,0.87,EG10,EG10,1215,30,cobble,206,78,53.2,45.5,48.4,51.2,43.4,31.9,45,40.8,10,16871.08,46.79,1,Oldowan,525.17,1.52,1.14,1.06,24.14,5.16,0.06,144624.82,24.14,Oldowan,1.47,1.71,10677.9,0.09,1,cobble,Flaked,-1.24471,0.26725,NA,EG10-1215,Oldowan,78,48.4,51.2,43.4,31.9,45,40.8,1.666862922,1.034309813,1.094145918,0.927459626,0.681704195,0.961651686,0.871897529,85451.86613,77.72994689,53.07033895,48.86617075,43.17087772,38.22410579,52.45505701,48.4830097,47.7960441,32.68167545,41.11836103,34.57627646,-1.48,0.8845,1.0945,0.1464,-0.9978,10,11099.75241,0.000900921,55.755,0,44.245,16871.08,30,0.311282384,-1.231292841,10,-1.23129,0.21324,-1.207061726,-0.18474202,-1.350364276,0.3128861,1.5234375,1.733333333,1.115207373,0.781862745,1.464658949,1.590669899,0.00059273,11247.38667,0.000889095,14.245,0.579428283,0.082680622
1.83,1.1,1.07,0.84,0.83,1.13,0.59,EG10,EG10,1533,80,cobble,196,80.4,56,56.8,48.3,47,36.7,36.5,49.6,25.8,15,15782.85,43.87,1,Oldowan,829.82,1.32,0.95,1.42,35.55,12.16,0.1,133748.08,35.55,Oldowan,1.44,1.42,9989.15,0.15,1,cobble,Flaked,-0.9765,-0.52565,NA,EG10-1533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46036513,-0.150991203
1.57,1.05,1,0.8,0.78,1.16,0.85,EG10,EG10,316,30,cobble,272,84.3,64.2,58.9,56.3,53.7,42.9,42,62.4,45.9,8,21373.55,53.86,1,Oldowan,698.93,1.34,0.86,0.93,27.61,4.1,0.04,213777.61,27.61,Oldowan,1.31,1.43,13527.56,0.06,1,cobble,Flaked,-1.67128,-0.20462,NA,EG10-316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.773754048,-0.055165491
